epoch,lr-AdamW,step,train_loss,val_acc,val_loss
,2.0610737385376345e-05,2739,,,
,2.0610737385376345e-05,2739,,,
7,,2739,1.0512752532958984,,
,2.0610737385376345e-05,2749,,,
,2.0610737385376345e-05,2749,,,
7,,2749,1.0071289539337158,,
,2.0610737385376345e-05,2759,,,
,2.0610737385376345e-05,2759,,,
7,,2759,0.6471130847930908,,
,2.0610737385376345e-05,2769,,,
,2.0610737385376345e-05,2769,,,
7,,2769,0.5464893579483032,,
,2.0610737385376345e-05,2779,,,
,2.0610737385376345e-05,2779,,,
7,,2779,0.6518502831459045,,
,2.0610737385376345e-05,2789,,,
,2.0610737385376345e-05,2789,,,
7,,2789,0.6952278017997742,,
,2.0610737385376345e-05,2799,,,
,2.0610737385376345e-05,2799,,,
7,,2799,0.6689288020133972,,
,2.0610737385376345e-05,2809,,,
,2.0610737385376345e-05,2809,,,
7,,2809,0.7529995441436768,,
,2.0610737385376345e-05,2819,,,
,2.0610737385376345e-05,2819,,,
7,,2819,0.8296251893043518,,
,2.0610737385376345e-05,2829,,,
,2.0610737385376345e-05,2829,,,
7,,2829,0.720451295375824,,
,2.0610737385376345e-05,2839,,,
,2.0610737385376345e-05,2839,,,
7,,2839,0.7103988528251648,,
,2.0610737385376345e-05,2849,,,
,2.0610737385376345e-05,2849,,,
7,,2849,0.6800269484519958,,
,2.0610737385376345e-05,2859,,,
,2.0610737385376345e-05,2859,,,
7,,2859,0.6447026133537292,,
,2.0610737385376345e-05,2869,,,
,2.0610737385376345e-05,2869,,,
7,,2869,0.8235759139060974,,
,2.0610737385376345e-05,2879,,,
,2.0610737385376345e-05,2879,,,
7,,2879,0.7102493643760681,,
,2.0610737385376345e-05,2889,,,
,2.0610737385376345e-05,2889,,,
7,,2889,0.6364994645118713,,
,2.0610737385376345e-05,2899,,,
,2.0610737385376345e-05,2899,,,
7,,2899,0.7474895715713501,,
,2.0610737385376345e-05,2909,,,
,2.0610737385376345e-05,2909,,,
7,,2909,0.777719259262085,,
,2.0610737385376345e-05,2919,,,
,2.0610737385376345e-05,2919,,,
7,,2919,0.6806069612503052,,
,2.0610737385376345e-05,2929,,,
,2.0610737385376345e-05,2929,,,
7,,2929,0.5574684143066406,,
,2.0610737385376345e-05,2939,,,
,2.0610737385376345e-05,2939,,,
7,,2939,0.7025794982910156,,
,2.0610737385376345e-05,2949,,,
,2.0610737385376345e-05,2949,,,
7,,2949,1.0571449995040894,,
,2.0610737385376345e-05,2959,,,
,2.0610737385376345e-05,2959,,,
7,,2959,0.5469521880149841,,
,2.0610737385376345e-05,2969,,,
,2.0610737385376345e-05,2969,,,
7,,2969,0.69706791639328,,
,2.0610737385376345e-05,2979,,,
,2.0610737385376345e-05,2979,,,
7,,2979,0.4904484152793884,,
,2.0610737385376345e-05,2989,,,
,2.0610737385376345e-05,2989,,,
7,,2989,0.6924751996994019,,
,2.0610737385376345e-05,2999,,,
,2.0610737385376345e-05,2999,,,
7,,2999,0.6379146575927734,,
,2.0610737385376345e-05,3009,,,
,2.0610737385376345e-05,3009,,,
7,,3009,0.7565726637840271,,
,2.0610737385376345e-05,3019,,,
,2.0610737385376345e-05,3019,,,
7,,3019,0.7226376533508301,,
,2.0610737385376345e-05,3029,,,
,2.0610737385376345e-05,3029,,,
7,,3029,0.6647282242774963,,
,2.0610737385376345e-05,3039,,,
,2.0610737385376345e-05,3039,,,
7,,3039,0.5658509731292725,,
,2.0610737385376345e-05,3049,,,
,2.0610737385376345e-05,3049,,,
7,,3049,0.8893510103225708,,
,2.0610737385376345e-05,3059,,,
,2.0610737385376345e-05,3059,,,
7,,3059,0.7419570684432983,,
,2.0610737385376345e-05,3069,,,
,2.0610737385376345e-05,3069,,,
7,,3069,0.6749558448791504,,
,2.0610737385376345e-05,3079,,,
,2.0610737385376345e-05,3079,,,
7,,3079,0.6161842346191406,,
,2.0610737385376345e-05,3089,,,
,2.0610737385376345e-05,3089,,,
7,,3089,0.6427767276763916,,
,2.0610737385376345e-05,3099,,,
,2.0610737385376345e-05,3099,,,
7,,3099,0.7196973562240601,,
7,,3103,,0.9818770289421082,1.2286276817321777
,9.549150281252631e-06,3109,,,
,9.549150281252631e-06,3109,,,
8,,3109,0.6475683450698853,,
,9.549150281252631e-06,3119,,,
,9.549150281252631e-06,3119,,,
8,,3119,0.6146738529205322,,
,9.549150281252631e-06,3129,,,
,9.549150281252631e-06,3129,,,
8,,3129,0.5622231364250183,,
,9.549150281252631e-06,3139,,,
,9.549150281252631e-06,3139,,,
8,,3139,0.6035391688346863,,
,9.549150281252631e-06,3149,,,
,9.549150281252631e-06,3149,,,
8,,3149,0.642912745475769,,
,9.549150281252631e-06,3159,,,
,9.549150281252631e-06,3159,,,
8,,3159,0.7018951177597046,,
,9.549150281252631e-06,3169,,,
,9.549150281252631e-06,3169,,,
8,,3169,0.5920394659042358,,
,9.549150281252631e-06,3179,,,
,9.549150281252631e-06,3179,,,
8,,3179,0.5807777047157288,,
,9.549150281252631e-06,3189,,,
,9.549150281252631e-06,3189,,,
8,,3189,0.7985413074493408,,
,9.549150281252631e-06,3199,,,
,9.549150281252631e-06,3199,,,
8,,3199,0.722481369972229,,
,9.549150281252631e-06,3209,,,
,9.549150281252631e-06,3209,,,
8,,3209,0.6629996299743652,,
,9.549150281252631e-06,3219,,,
,9.549150281252631e-06,3219,,,
8,,3219,0.6686754822731018,,
,9.549150281252631e-06,3229,,,
,9.549150281252631e-06,3229,,,
8,,3229,0.6290678381919861,,
,9.549150281252631e-06,3239,,,
,9.549150281252631e-06,3239,,,
8,,3239,0.8742182850837708,,
,9.549150281252631e-06,3249,,,
,9.549150281252631e-06,3249,,,
8,,3249,0.8209198117256165,,
,9.549150281252631e-06,3259,,,
,9.549150281252631e-06,3259,,,
8,,3259,0.7057356238365173,,
,9.549150281252631e-06,3269,,,
,9.549150281252631e-06,3269,,,
8,,3269,0.5938612222671509,,
,9.549150281252631e-06,3279,,,
,9.549150281252631e-06,3279,,,
8,,3279,0.5789635181427002,,
,9.549150281252631e-06,3289,,,
,9.549150281252631e-06,3289,,,
8,,3289,0.7321218252182007,,
,9.549150281252631e-06,3299,,,
,9.549150281252631e-06,3299,,,
8,,3299,0.7592531442642212,,
,9.549150281252631e-06,3309,,,
,9.549150281252631e-06,3309,,,
8,,3309,0.5248709321022034,,
,9.549150281252631e-06,3319,,,
,9.549150281252631e-06,3319,,,
8,,3319,0.6645492315292358,,
,9.549150281252631e-06,3329,,,
,9.549150281252631e-06,3329,,,
8,,3329,0.5352746248245239,,
,9.549150281252631e-06,3339,,,
,9.549150281252631e-06,3339,,,
8,,3339,0.709380030632019,,
,9.549150281252631e-06,3349,,,
,9.549150281252631e-06,3349,,,
8,,3349,0.6331080198287964,,
,9.549150281252631e-06,3359,,,
,9.549150281252631e-06,3359,,,
8,,3359,0.6145473122596741,,
,9.549150281252631e-06,3369,,,
,9.549150281252631e-06,3369,,,
8,,3369,0.6792594194412231,,
,9.549150281252631e-06,3379,,,
,9.549150281252631e-06,3379,,,
8,,3379,0.5909931659698486,,
,9.549150281252631e-06,3389,,,
,9.549150281252631e-06,3389,,,
8,,3389,0.6589975357055664,,
,9.549150281252631e-06,3399,,,
,9.549150281252631e-06,3399,,,
8,,3399,0.7805556058883667,,
,9.549150281252631e-06,3409,,,
,9.549150281252631e-06,3409,,,
8,,3409,0.6886048316955566,,
,9.549150281252631e-06,3419,,,
,9.549150281252631e-06,3419,,,
8,,3419,0.64487224817276,,
,9.549150281252631e-06,3429,,,
,9.549150281252631e-06,3429,,,
8,,3429,0.6455813646316528,,
,9.549150281252631e-06,3439,,,
,9.549150281252631e-06,3439,,,
8,,3439,0.7270621657371521,,
,9.549150281252631e-06,3449,,,
,9.549150281252631e-06,3449,,,
8,,3449,0.6395221948623657,,
,9.549150281252631e-06,3459,,,
,9.549150281252631e-06,3459,,,
8,,3459,0.5031554102897644,,
,9.549150281252631e-06,3469,,,
,9.549150281252631e-06,3469,,,
8,,3469,0.6812644004821777,,
,9.549150281252631e-06,3479,,,
,9.549150281252631e-06,3479,,,
8,,3479,0.923957109451294,,
,9.549150281252631e-06,3489,,,
,9.549150281252631e-06,3489,,,
8,,3489,0.5711457133293152,,
8,,3491,,0.9831715226173401,1.2287375926971436
,2.447174185242323e-06,3499,,,
,2.447174185242323e-06,3499,,,
9,,3499,0.9320578575134277,,
,2.447174185242323e-06,3509,,,
,2.447174185242323e-06,3509,,,
9,,3509,0.8060960173606873,,
,2.447174185242323e-06,3519,,,
,2.447174185242323e-06,3519,,,
9,,3519,0.6957190632820129,,
,2.447174185242323e-06,3529,,,
,2.447174185242323e-06,3529,,,
9,,3529,0.6252660751342773,,
,2.447174185242323e-06,3539,,,
,2.447174185242323e-06,3539,,,
9,,3539,0.8526892066001892,,
,2.447174185242323e-06,3549,,,
,2.447174185242323e-06,3549,,,
9,,3549,0.7187215089797974,,
,2.447174185242323e-06,3559,,,
,2.447174185242323e-06,3559,,,
9,,3559,0.5490221977233887,,
,2.447174185242323e-06,3569,,,
,2.447174185242323e-06,3569,,,
9,,3569,0.7370148301124573,,
,2.447174185242323e-06,3579,,,
,2.447174185242323e-06,3579,,,
9,,3579,0.7137641906738281,,
,2.447174185242323e-06,3589,,,
,2.447174185242323e-06,3589,,,
9,,3589,0.6674708127975464,,
,2.447174185242323e-06,3599,,,
,2.447174185242323e-06,3599,,,
9,,3599,0.5432799458503723,,
,2.447174185242323e-06,3609,,,
,2.447174185242323e-06,3609,,,
9,,3609,0.7326864004135132,,
,2.447174185242323e-06,3619,,,
,2.447174185242323e-06,3619,,,
9,,3619,0.6607449650764465,,
,2.447174185242323e-06,3629,,,
,2.447174185242323e-06,3629,,,
9,,3629,0.746457040309906,,
,2.447174185242323e-06,3639,,,
,2.447174185242323e-06,3639,,,
9,,3639,0.7991682291030884,,
,2.447174185242323e-06,3649,,,
,2.447174185242323e-06,3649,,,
9,,3649,0.7305867671966553,,
,2.447174185242323e-06,3659,,,
,2.447174185242323e-06,3659,,,
9,,3659,0.6126506328582764,,
,2.447174185242323e-06,3669,,,
,2.447174185242323e-06,3669,,,
9,,3669,0.6057024598121643,,
,2.447174185242323e-06,3679,,,
,2.447174185242323e-06,3679,,,
9,,3679,0.6777405142784119,,
,2.447174185242323e-06,3689,,,
,2.447174185242323e-06,3689,,,
9,,3689,0.5797614455223083,,
,2.447174185242323e-06,3699,,,
,2.447174185242323e-06,3699,,,
9,,3699,0.7653393745422363,,
,2.447174185242323e-06,3709,,,
,2.447174185242323e-06,3709,,,
9,,3709,0.701479434967041,,
,2.447174185242323e-06,3719,,,
,2.447174185242323e-06,3719,,,
9,,3719,0.6326317191123962,,
,2.447174185242323e-06,3729,,,
,2.447174185242323e-06,3729,,,
9,,3729,0.7959232330322266,,
,2.447174185242323e-06,3739,,,
,2.447174185242323e-06,3739,,,
9,,3739,0.8097977638244629,,
,2.447174185242323e-06,3749,,,
,2.447174185242323e-06,3749,,,
9,,3749,0.7057267427444458,,
,2.447174185242323e-06,3759,,,
,2.447174185242323e-06,3759,,,
9,,3759,0.7108157873153687,,
,2.447174185242323e-06,3769,,,
,2.447174185242323e-06,3769,,,
9,,3769,0.5784847140312195,,
,2.447174185242323e-06,3779,,,
,2.447174185242323e-06,3779,,,
9,,3779,0.509329080581665,,
,2.447174185242323e-06,3789,,,
,2.447174185242323e-06,3789,,,
9,,3789,0.7124044299125671,,
,2.447174185242323e-06,3799,,,
,2.447174185242323e-06,3799,,,
9,,3799,0.8255417346954346,,
,2.447174185242323e-06,3809,,,
,2.447174185242323e-06,3809,,,
9,,3809,0.7247077226638794,,
,2.447174185242323e-06,3819,,,
,2.447174185242323e-06,3819,,,
9,,3819,0.727835476398468,,
,2.447174185242323e-06,3829,,,
,2.447174185242323e-06,3829,,,
9,,3829,0.7025489211082458,,
,2.447174185242323e-06,3839,,,
,2.447174185242323e-06,3839,,,
9,,3839,0.6475450992584229,,
,2.447174185242323e-06,3849,,,
,2.447174185242323e-06,3849,,,
9,,3849,0.7702800035476685,,
,2.447174185242323e-06,3859,,,
,2.447174185242323e-06,3859,,,
9,,3859,0.6769785284996033,,
,2.447174185242323e-06,3869,,,
,2.447174185242323e-06,3869,,,
9,,3869,0.7520949840545654,,
,2.447174185242323e-06,3879,,,
,2.447174185242323e-06,3879,,,
9,,3879,0.7983158826828003,,
9,,3879,,0.983818769454956,1.228519320487976
