epoch,lr-AdamW,step,train_loss,val_acc,val_loss
,9.755282581475769e-05,429,,,
,9.755282581475769e-05,429,,,
1,,429,0.7755396366119385,,
,9.755282581475769e-05,439,,,
,9.755282581475769e-05,439,,,
1,,439,0.7315751314163208,,
,9.755282581475769e-05,449,,,
,9.755282581475769e-05,449,,,
1,,449,0.643551230430603,,
,9.755282581475769e-05,459,,,
,9.755282581475769e-05,459,,,
1,,459,0.6308373212814331,,
,9.755282581475769e-05,469,,,
,9.755282581475769e-05,469,,,
1,,469,0.6743266582489014,,
,9.755282581475769e-05,479,,,
,9.755282581475769e-05,479,,,
1,,479,0.7604058384895325,,
,9.755282581475769e-05,489,,,
,9.755282581475769e-05,489,,,
1,,489,0.7041518092155457,,
,9.755282581475769e-05,499,,,
,9.755282581475769e-05,499,,,
1,,499,0.7986488938331604,,
,9.755282581475769e-05,509,,,
,9.755282581475769e-05,509,,,
1,,509,0.7244670987129211,,
,9.755282581475769e-05,519,,,
,9.755282581475769e-05,519,,,
1,,519,0.7484444379806519,,
,9.755282581475769e-05,529,,,
,9.755282581475769e-05,529,,,
1,,529,0.715332567691803,,
,9.755282581475769e-05,539,,,
,9.755282581475769e-05,539,,,
1,,539,1.0527966022491455,,
,9.755282581475769e-05,549,,,
,9.755282581475769e-05,549,,,
1,,549,0.6720842123031616,,
,9.755282581475769e-05,559,,,
,9.755282581475769e-05,559,,,
1,,559,0.7773687839508057,,
,9.755282581475769e-05,569,,,
,9.755282581475769e-05,569,,,
1,,569,0.7251489162445068,,
,9.755282581475769e-05,579,,,
,9.755282581475769e-05,579,,,
1,,579,0.5802981853485107,,
,9.755282581475769e-05,589,,,
,9.755282581475769e-05,589,,,
1,,589,0.7995916604995728,,
,9.755282581475769e-05,599,,,
,9.755282581475769e-05,599,,,
1,,599,0.7138071060180664,,
,9.755282581475769e-05,609,,,
,9.755282581475769e-05,609,,,
1,,609,0.7971963882446289,,
,9.755282581475769e-05,619,,,
,9.755282581475769e-05,619,,,
1,,619,0.7254523038864136,,
,9.755282581475769e-05,629,,,
,9.755282581475769e-05,629,,,
1,,629,0.6634306311607361,,
,9.755282581475769e-05,639,,,
,9.755282581475769e-05,639,,,
1,,639,0.7564879059791565,,
,9.755282581475769e-05,649,,,
,9.755282581475769e-05,649,,,
1,,649,0.8133252859115601,,
,9.755282581475769e-05,659,,,
,9.755282581475769e-05,659,,,
1,,659,0.9662210941314697,,
,9.755282581475769e-05,669,,,
,9.755282581475769e-05,669,,,
1,,669,0.7761894464492798,,
,9.755282581475769e-05,679,,,
,9.755282581475769e-05,679,,,
1,,679,0.7754296064376831,,
,9.755282581475769e-05,689,,,
,9.755282581475769e-05,689,,,
1,,689,0.5676401257514954,,
,9.755282581475769e-05,699,,,
,9.755282581475769e-05,699,,,
1,,699,0.68416428565979,,
,9.755282581475769e-05,709,,,
,9.755282581475769e-05,709,,,
1,,709,0.7098042964935303,,
,9.755282581475769e-05,719,,,
,9.755282581475769e-05,719,,,
1,,719,0.6574372053146362,,
,9.755282581475769e-05,729,,,
,9.755282581475769e-05,729,,,
1,,729,0.610601544380188,,
,9.755282581475769e-05,739,,,
,9.755282581475769e-05,739,,,
1,,739,0.6952322721481323,,
,9.755282581475769e-05,749,,,
,9.755282581475769e-05,749,,,
1,,749,0.9691179990768433,,
,9.755282581475769e-05,759,,,
,9.755282581475769e-05,759,,,
1,,759,0.6805702447891235,,
,9.755282581475769e-05,769,,,
,9.755282581475769e-05,769,,,
1,,769,0.773147702217102,,
1,,775,,0.9754045009613037,1.2564241886138916
,9.045084971874737e-05,779,,,
,9.045084971874737e-05,779,,,
2,,779,0.6472994089126587,,
,9.045084971874737e-05,789,,,
,9.045084971874737e-05,789,,,
2,,789,0.6440939903259277,,
,9.045084971874737e-05,799,,,
,9.045084971874737e-05,799,,,
2,,799,0.7624121308326721,,
,9.045084971874737e-05,809,,,
,9.045084971874737e-05,809,,,
2,,809,0.6138988733291626,,
,9.045084971874737e-05,819,,,
,9.045084971874737e-05,819,,,
2,,819,0.641665518283844,,
,9.045084971874737e-05,829,,,
,9.045084971874737e-05,829,,,
2,,829,0.713884711265564,,
,9.045084971874737e-05,839,,,
,9.045084971874737e-05,839,,,
2,,839,0.6383295655250549,,
,9.045084971874737e-05,849,,,
,9.045084971874737e-05,849,,,
2,,849,0.6181261539459229,,
,9.045084971874737e-05,859,,,
,9.045084971874737e-05,859,,,
2,,859,1.069539189338684,,
,9.045084971874737e-05,869,,,
,9.045084971874737e-05,869,,,
2,,869,0.6570258140563965,,
,9.045084971874737e-05,879,,,
,9.045084971874737e-05,879,,,
2,,879,0.5224984288215637,,
,9.045084971874737e-05,889,,,
,9.045084971874737e-05,889,,,
2,,889,0.6019431352615356,,
,9.045084971874737e-05,899,,,
,9.045084971874737e-05,899,,,
2,,899,0.79555344581604,,
,9.045084971874737e-05,909,,,
,9.045084971874737e-05,909,,,
2,,909,0.7134809494018555,,
,9.045084971874737e-05,919,,,
,9.045084971874737e-05,919,,,
2,,919,0.6735924482345581,,
,9.045084971874737e-05,929,,,
,9.045084971874737e-05,929,,,
2,,929,0.7765004634857178,,
,9.045084971874737e-05,939,,,
,9.045084971874737e-05,939,,,
2,,939,0.6495688557624817,,
,9.045084971874737e-05,949,,,
,9.045084971874737e-05,949,,,
2,,949,0.5874345898628235,,
,9.045084971874737e-05,959,,,
,9.045084971874737e-05,959,,,
2,,959,0.6348390579223633,,
,9.045084971874737e-05,969,,,
,9.045084971874737e-05,969,,,
2,,969,0.617304801940918,,
,9.045084971874737e-05,979,,,
,9.045084971874737e-05,979,,,
2,,979,0.5620535016059875,,
,9.045084971874737e-05,989,,,
,9.045084971874737e-05,989,,,
2,,989,0.6978598833084106,,
,9.045084971874737e-05,999,,,
,9.045084971874737e-05,999,,,
2,,999,0.7887815833091736,,
,9.045084971874737e-05,1009,,,
,9.045084971874737e-05,1009,,,
2,,1009,0.7192436456680298,,
,9.045084971874737e-05,1019,,,
,9.045084971874737e-05,1019,,,
2,,1019,0.7270070910453796,,
,9.045084971874737e-05,1029,,,
,9.045084971874737e-05,1029,,,
2,,1029,0.6995483636856079,,
,9.045084971874737e-05,1039,,,
,9.045084971874737e-05,1039,,,
2,,1039,0.7254462838172913,,
,9.045084971874737e-05,1049,,,
,9.045084971874737e-05,1049,,,
2,,1049,0.661278486251831,,
,9.045084971874737e-05,1059,,,
,9.045084971874737e-05,1059,,,
2,,1059,0.6093736886978149,,
,9.045084971874737e-05,1069,,,
,9.045084971874737e-05,1069,,,
2,,1069,0.7279112339019775,,
,9.045084971874737e-05,1079,,,
,9.045084971874737e-05,1079,,,
2,,1079,0.7353582978248596,,
,9.045084971874737e-05,1089,,,
,9.045084971874737e-05,1089,,,
2,,1089,0.9076439738273621,,
,9.045084971874737e-05,1099,,,
,9.045084971874737e-05,1099,,,
2,,1099,0.6834132075309753,,
,9.045084971874737e-05,1109,,,
,9.045084971874737e-05,1109,,,
2,,1109,1.0490291118621826,,
,9.045084971874737e-05,1119,,,
,9.045084971874737e-05,1119,,,
2,,1119,0.7057910561561584,,
,9.045084971874737e-05,1129,,,
,9.045084971874737e-05,1129,,,
2,,1129,0.8213499784469604,,
,9.045084971874737e-05,1139,,,
,9.045084971874737e-05,1139,,,
2,,1139,0.7108733654022217,,
,9.045084971874737e-05,1149,,,
,9.045084971874737e-05,1149,,,
2,,1149,0.7320778369903564,,
,9.045084971874737e-05,1159,,,
,9.045084971874737e-05,1159,,,
2,,1159,0.5578376054763794,,
2,,1163,,0.9754045009613037,1.2518404722213745
,7.938926261462366e-05,1169,,,
,7.938926261462366e-05,1169,,,
3,,1169,0.6463937759399414,,
,7.938926261462366e-05,1179,,,
,7.938926261462366e-05,1179,,,
3,,1179,0.8875974416732788,,
,7.938926261462366e-05,1189,,,
,7.938926261462366e-05,1189,,,
3,,1189,0.6598469018936157,,
,7.938926261462366e-05,1199,,,
,7.938926261462366e-05,1199,,,
3,,1199,0.8276227712631226,,
,7.938926261462366e-05,1209,,,
,7.938926261462366e-05,1209,,,
3,,1209,0.9491360187530518,,
,7.938926261462366e-05,1219,,,
,7.938926261462366e-05,1219,,,
3,,1219,0.628365159034729,,
,7.938926261462366e-05,1229,,,
,7.938926261462366e-05,1229,,,
3,,1229,0.937416672706604,,
,7.938926261462366e-05,1239,,,
,7.938926261462366e-05,1239,,,
3,,1239,0.637328028678894,,
,7.938926261462366e-05,1249,,,
,7.938926261462366e-05,1249,,,
3,,1249,0.6669779419898987,,
,7.938926261462366e-05,1259,,,
,7.938926261462366e-05,1259,,,
3,,1259,0.7291731834411621,,
,7.938926261462366e-05,1269,,,
,7.938926261462366e-05,1269,,,
3,,1269,0.8436164259910583,,
,7.938926261462366e-05,1279,,,
,7.938926261462366e-05,1279,,,
3,,1279,0.7448660135269165,,
,7.938926261462366e-05,1289,,,
,7.938926261462366e-05,1289,,,
3,,1289,0.6407704949378967,,
,7.938926261462366e-05,1299,,,
,7.938926261462366e-05,1299,,,
3,,1299,0.7742012739181519,,
,7.938926261462366e-05,1309,,,
,7.938926261462366e-05,1309,,,
3,,1309,0.7894002199172974,,
,7.938926261462366e-05,1319,,,
,7.938926261462366e-05,1319,,,
3,,1319,0.7011963129043579,,
,7.938926261462366e-05,1329,,,
,7.938926261462366e-05,1329,,,
3,,1329,0.7829174399375916,,
,7.938926261462366e-05,1339,,,
,7.938926261462366e-05,1339,,,
3,,1339,0.6776095032691956,,
,7.938926261462366e-05,1349,,,
,7.938926261462366e-05,1349,,,
3,,1349,0.6751353144645691,,
,7.938926261462366e-05,1359,,,
,7.938926261462366e-05,1359,,,
3,,1359,0.8505436182022095,,
,7.938926261462366e-05,1369,,,
,7.938926261462366e-05,1369,,,
3,,1369,0.8982896208763123,,
,7.938926261462366e-05,1379,,,
,7.938926261462366e-05,1379,,,
3,,1379,0.8586971759796143,,
,7.938926261462366e-05,1389,,,
,7.938926261462366e-05,1389,,,
3,,1389,0.5859770178794861,,
,7.938926261462366e-05,1399,,,
,7.938926261462366e-05,1399,,,
3,,1399,0.668709933757782,,
,7.938926261462366e-05,1409,,,
,7.938926261462366e-05,1409,,,
3,,1409,0.7906501293182373,,
,7.938926261462366e-05,1419,,,
,7.938926261462366e-05,1419,,,
3,,1419,0.6075983047485352,,
,7.938926261462366e-05,1429,,,
,7.938926261462366e-05,1429,,,
3,,1429,0.7046722173690796,,
,7.938926261462366e-05,1439,,,
,7.938926261462366e-05,1439,,,
3,,1439,1.2000486850738525,,
,7.938926261462366e-05,1449,,,
,7.938926261462366e-05,1449,,,
3,,1449,0.8592272400856018,,
,7.938926261462366e-05,1459,,,
,7.938926261462366e-05,1459,,,
3,,1459,0.6764881610870361,,
,7.938926261462366e-05,1469,,,
,7.938926261462366e-05,1469,,,
3,,1469,0.7425499558448792,,
,7.938926261462366e-05,1479,,,
,7.938926261462366e-05,1479,,,
3,,1479,0.6240049004554749,,
,7.938926261462366e-05,1489,,,
,7.938926261462366e-05,1489,,,
3,,1489,0.6738064289093018,,
,7.938926261462366e-05,1499,,,
,7.938926261462366e-05,1499,,,
3,,1499,0.7191827297210693,,
,7.938926261462366e-05,1509,,,
,7.938926261462366e-05,1509,,,
3,,1509,0.698635995388031,,
,7.938926261462366e-05,1519,,,
,7.938926261462366e-05,1519,,,
3,,1519,0.6292906999588013,,
,7.938926261462366e-05,1529,,,
,7.938926261462366e-05,1529,,,
3,,1529,0.760858952999115,,
,7.938926261462366e-05,1539,,,
,7.938926261462366e-05,1539,,,
3,,1539,0.817577064037323,,
,7.938926261462366e-05,1549,,,
,7.938926261462366e-05,1549,,,
3,,1549,0.5595027804374695,,
3,,1551,,0.9715210199356079,1.2626969814300537
,6.545084971874737e-05,1559,,,
,6.545084971874737e-05,1559,,,
4,,1559,0.84828782081604,,
,6.545084971874737e-05,1569,,,
,6.545084971874737e-05,1569,,,
4,,1569,0.5757489800453186,,
,6.545084971874737e-05,1579,,,
,6.545084971874737e-05,1579,,,
4,,1579,0.6795015931129456,,
,6.545084971874737e-05,1589,,,
,6.545084971874737e-05,1589,,,
4,,1589,0.6903674006462097,,
,6.545084971874737e-05,1599,,,
,6.545084971874737e-05,1599,,,
4,,1599,0.6713930368423462,,
,6.545084971874737e-05,1609,,,
,6.545084971874737e-05,1609,,,
4,,1609,0.7853524088859558,,
,6.545084971874737e-05,1619,,,
,6.545084971874737e-05,1619,,,
4,,1619,0.675329864025116,,
,6.545084971874737e-05,1629,,,
,6.545084971874737e-05,1629,,,
4,,1629,0.8543490767478943,,
,6.545084971874737e-05,1639,,,
,6.545084971874737e-05,1639,,,
4,,1639,1.193389892578125,,
,6.545084971874737e-05,1649,,,
,6.545084971874737e-05,1649,,,
4,,1649,0.9327406287193298,,
,6.545084971874737e-05,1659,,,
,6.545084971874737e-05,1659,,,
4,,1659,0.7096120119094849,,
,6.545084971874737e-05,1669,,,
,6.545084971874737e-05,1669,,,
4,,1669,0.5997098684310913,,
,6.545084971874737e-05,1679,,,
,6.545084971874737e-05,1679,,,
4,,1679,0.6660528779029846,,
,6.545084971874737e-05,1689,,,
,6.545084971874737e-05,1689,,,
4,,1689,0.6886042952537537,,
,6.545084971874737e-05,1699,,,
,6.545084971874737e-05,1699,,,
4,,1699,0.6609774231910706,,
,6.545084971874737e-05,1709,,,
,6.545084971874737e-05,1709,,,
4,,1709,0.6410009860992432,,
,6.545084971874737e-05,1719,,,
,6.545084971874737e-05,1719,,,
4,,1719,0.7065680623054504,,
,6.545084971874737e-05,1729,,,
,6.545084971874737e-05,1729,,,
4,,1729,0.5273478627204895,,
,6.545084971874737e-05,1739,,,
,6.545084971874737e-05,1739,,,
4,,1739,0.6536920666694641,,
,6.545084971874737e-05,1749,,,
,6.545084971874737e-05,1749,,,
4,,1749,0.8330941796302795,,
,6.545084971874737e-05,1759,,,
,6.545084971874737e-05,1759,,,
4,,1759,0.5992410778999329,,
,6.545084971874737e-05,1769,,,
,6.545084971874737e-05,1769,,,
4,,1769,0.6775518655776978,,
,6.545084971874737e-05,1779,,,
,6.545084971874737e-05,1779,,,
4,,1779,0.6456977725028992,,
,6.545084971874737e-05,1789,,,
,6.545084971874737e-05,1789,,,
4,,1789,0.5843023657798767,,
,6.545084971874737e-05,1799,,,
,6.545084971874737e-05,1799,,,
4,,1799,0.7704334259033203,,
,6.545084971874737e-05,1809,,,
,6.545084971874737e-05,1809,,,
4,,1809,0.6825924515724182,,
,6.545084971874737e-05,1819,,,
,6.545084971874737e-05,1819,,,
4,,1819,0.691295325756073,,
,6.545084971874737e-05,1829,,,
,6.545084971874737e-05,1829,,,
4,,1829,0.9902921915054321,,
,6.545084971874737e-05,1839,,,
,6.545084971874737e-05,1839,,,
4,,1839,0.8163014650344849,,
,6.545084971874737e-05,1849,,,
,6.545084971874737e-05,1849,,,
4,,1849,0.6643848419189453,,
,6.545084971874737e-05,1859,,,
,6.545084971874737e-05,1859,,,
4,,1859,0.6285640597343445,,
,6.545084971874737e-05,1869,,,
,6.545084971874737e-05,1869,,,
4,,1869,0.5796251893043518,,
,6.545084971874737e-05,1879,,,
,6.545084971874737e-05,1879,,,
4,,1879,0.7041043639183044,,
,6.545084971874737e-05,1889,,,
,6.545084971874737e-05,1889,,,
4,,1889,0.8768043518066406,,
,6.545084971874737e-05,1899,,,
,6.545084971874737e-05,1899,,,
4,,1899,0.7641060948371887,,
,6.545084971874737e-05,1909,,,
,6.545084971874737e-05,1909,,,
4,,1909,0.6710630655288696,,
,6.545084971874737e-05,1919,,,
,6.545084971874737e-05,1919,,,
4,,1919,0.5783571600914001,,
,6.545084971874737e-05,1929,,,
,6.545084971874737e-05,1929,,,
4,,1929,0.6163767576217651,,
,6.545084971874737e-05,1939,,,
,6.545084971874737e-05,1939,,,
4,,1939,0.7898855805397034,,
4,,1939,,0.9760518074035645,1.2526094913482666
,4.9999999999999996e-05,1949,,,
,4.9999999999999996e-05,1949,,,
5,,1949,0.7935906648635864,,
,4.9999999999999996e-05,1959,,,
,4.9999999999999996e-05,1959,,,
5,,1959,0.5853949785232544,,
,4.9999999999999996e-05,1969,,,
,4.9999999999999996e-05,1969,,,
5,,1969,1.144211769104004,,
,4.9999999999999996e-05,1979,,,
,4.9999999999999996e-05,1979,,,
5,,1979,0.6477136015892029,,
,4.9999999999999996e-05,1989,,,
,4.9999999999999996e-05,1989,,,
5,,1989,0.7073209285736084,,
,4.9999999999999996e-05,1999,,,
,4.9999999999999996e-05,1999,,,
5,,1999,0.6978794932365417,,
,4.9999999999999996e-05,2009,,,
,4.9999999999999996e-05,2009,,,
5,,2009,0.6659913063049316,,
,4.9999999999999996e-05,2019,,,
,4.9999999999999996e-05,2019,,,
5,,2019,0.6435526609420776,,
,4.9999999999999996e-05,2029,,,
,4.9999999999999996e-05,2029,,,
5,,2029,0.6807242631912231,,
,4.9999999999999996e-05,2039,,,
,4.9999999999999996e-05,2039,,,
5,,2039,0.7645750045776367,,
,4.9999999999999996e-05,2049,,,
,4.9999999999999996e-05,2049,,,
5,,2049,0.6715315580368042,,
,4.9999999999999996e-05,2059,,,
,4.9999999999999996e-05,2059,,,
5,,2059,0.6461676359176636,,
,4.9999999999999996e-05,2069,,,
,4.9999999999999996e-05,2069,,,
5,,2069,0.6738815307617188,,
,4.9999999999999996e-05,2079,,,
,4.9999999999999996e-05,2079,,,
5,,2079,0.7709441781044006,,
,4.9999999999999996e-05,2089,,,
,4.9999999999999996e-05,2089,,,
5,,2089,0.7541438937187195,,
,4.9999999999999996e-05,2099,,,
,4.9999999999999996e-05,2099,,,
5,,2099,0.6501048803329468,,
,4.9999999999999996e-05,2109,,,
,4.9999999999999996e-05,2109,,,
5,,2109,0.727764368057251,,
,4.9999999999999996e-05,2119,,,
,4.9999999999999996e-05,2119,,,
5,,2119,0.8036363124847412,,
,4.9999999999999996e-05,2129,,,
,4.9999999999999996e-05,2129,,,
5,,2129,0.7204274535179138,,
,4.9999999999999996e-05,2139,,,
,4.9999999999999996e-05,2139,,,
5,,2139,0.6167551279067993,,
,4.9999999999999996e-05,2149,,,
,4.9999999999999996e-05,2149,,,
5,,2149,0.6899426579475403,,
,4.9999999999999996e-05,2159,,,
,4.9999999999999996e-05,2159,,,
5,,2159,0.7681609392166138,,
,4.9999999999999996e-05,2169,,,
,4.9999999999999996e-05,2169,,,
5,,2169,0.6285958290100098,,
,4.9999999999999996e-05,2179,,,
,4.9999999999999996e-05,2179,,,
5,,2179,0.6792500019073486,,
,4.9999999999999996e-05,2189,,,
,4.9999999999999996e-05,2189,,,
5,,2189,0.6406167149543762,,
,4.9999999999999996e-05,2199,,,
,4.9999999999999996e-05,2199,,,
5,,2199,0.6252081394195557,,
,4.9999999999999996e-05,2209,,,
,4.9999999999999996e-05,2209,,,
5,,2209,0.847190260887146,,
,4.9999999999999996e-05,2219,,,
,4.9999999999999996e-05,2219,,,
5,,2219,0.6708450317382812,,
,4.9999999999999996e-05,2229,,,
,4.9999999999999996e-05,2229,,,
5,,2229,0.7214271426200867,,
,4.9999999999999996e-05,2239,,,
,4.9999999999999996e-05,2239,,,
5,,2239,0.6211131811141968,,
,4.9999999999999996e-05,2249,,,
,4.9999999999999996e-05,2249,,,
5,,2249,0.6974878311157227,,
,4.9999999999999996e-05,2259,,,
,4.9999999999999996e-05,2259,,,
5,,2259,0.5200304985046387,,
,4.9999999999999996e-05,2269,,,
,4.9999999999999996e-05,2269,,,
5,,2269,0.5505349636077881,,
,4.9999999999999996e-05,2279,,,
,4.9999999999999996e-05,2279,,,
5,,2279,0.6248624920845032,,
,4.9999999999999996e-05,2289,,,
,4.9999999999999996e-05,2289,,,
5,,2289,0.532785177230835,,
,4.9999999999999996e-05,2299,,,
,4.9999999999999996e-05,2299,,,
5,,2299,0.5657044053077698,,
,4.9999999999999996e-05,2309,,,
,4.9999999999999996e-05,2309,,,
5,,2309,0.6016565561294556,,
,4.9999999999999996e-05,2319,,,
,4.9999999999999996e-05,2319,,,
5,,2319,0.6090400218963623,,
5,,2327,,0.9786407947540283,1.2387337684631348
,3.454915028125263e-05,2329,,,
,3.454915028125263e-05,2329,,,
6,,2329,0.6473069787025452,,
,3.454915028125263e-05,2339,,,
,3.454915028125263e-05,2339,,,
6,,2339,0.7395631670951843,,
,3.454915028125263e-05,2349,,,
,3.454915028125263e-05,2349,,,
6,,2349,0.7216042280197144,,
,3.454915028125263e-05,2359,,,
,3.454915028125263e-05,2359,,,
6,,2359,0.844775915145874,,
,3.454915028125263e-05,2369,,,
,3.454915028125263e-05,2369,,,
6,,2369,0.6921197175979614,,
,3.454915028125263e-05,2379,,,
,3.454915028125263e-05,2379,,,
6,,2379,0.661264181137085,,
,3.454915028125263e-05,2389,,,
,3.454915028125263e-05,2389,,,
6,,2389,0.6525773406028748,,
,3.454915028125263e-05,2399,,,
,3.454915028125263e-05,2399,,,
6,,2399,0.6771401166915894,,
,3.454915028125263e-05,2409,,,
,3.454915028125263e-05,2409,,,
6,,2409,0.7434419393539429,,
,3.454915028125263e-05,2419,,,
,3.454915028125263e-05,2419,,,
6,,2419,0.6541327238082886,,
,3.454915028125263e-05,2429,,,
,3.454915028125263e-05,2429,,,
6,,2429,0.7023723125457764,,
,3.454915028125263e-05,2439,,,
,3.454915028125263e-05,2439,,,
6,,2439,0.7000023722648621,,
,3.454915028125263e-05,2449,,,
,3.454915028125263e-05,2449,,,
6,,2449,0.6146202683448792,,
,3.454915028125263e-05,2459,,,
,3.454915028125263e-05,2459,,,
6,,2459,0.7013667821884155,,
,3.454915028125263e-05,2469,,,
,3.454915028125263e-05,2469,,,
6,,2469,0.5691930055618286,,
,3.454915028125263e-05,2479,,,
,3.454915028125263e-05,2479,,,
6,,2479,0.6621209979057312,,
,3.454915028125263e-05,2489,,,
,3.454915028125263e-05,2489,,,
6,,2489,0.6712491512298584,,
,3.454915028125263e-05,2499,,,
,3.454915028125263e-05,2499,,,
6,,2499,0.6658387184143066,,
,3.454915028125263e-05,2509,,,
,3.454915028125263e-05,2509,,,
6,,2509,0.7250227928161621,,
,3.454915028125263e-05,2519,,,
,3.454915028125263e-05,2519,,,
6,,2519,0.7450957894325256,,
,3.454915028125263e-05,2529,,,
,3.454915028125263e-05,2529,,,
6,,2529,0.5188169479370117,,
,3.454915028125263e-05,2539,,,
,3.454915028125263e-05,2539,,,
6,,2539,0.7511441707611084,,
,3.454915028125263e-05,2549,,,
,3.454915028125263e-05,2549,,,
6,,2549,0.7678584456443787,,
,3.454915028125263e-05,2559,,,
,3.454915028125263e-05,2559,,,
6,,2559,0.6122995615005493,,
,3.454915028125263e-05,2569,,,
,3.454915028125263e-05,2569,,,
6,,2569,0.6180787682533264,,
,3.454915028125263e-05,2579,,,
,3.454915028125263e-05,2579,,,
6,,2579,0.6111795902252197,,
,3.454915028125263e-05,2589,,,
,3.454915028125263e-05,2589,,,
6,,2589,0.8103212118148804,,
,3.454915028125263e-05,2599,,,
,3.454915028125263e-05,2599,,,
6,,2599,0.7509635090827942,,
,3.454915028125263e-05,2609,,,
,3.454915028125263e-05,2609,,,
6,,2609,0.6773601770401001,,
,3.454915028125263e-05,2619,,,
,3.454915028125263e-05,2619,,,
6,,2619,0.6869814991950989,,
,3.454915028125263e-05,2629,,,
,3.454915028125263e-05,2629,,,
6,,2629,0.9765304923057556,,
,3.454915028125263e-05,2639,,,
,3.454915028125263e-05,2639,,,
6,,2639,1.0009925365447998,,
,3.454915028125263e-05,2649,,,
,3.454915028125263e-05,2649,,,
6,,2649,0.6244818568229675,,
,3.454915028125263e-05,2659,,,
,3.454915028125263e-05,2659,,,
6,,2659,0.5397777557373047,,
,3.454915028125263e-05,2669,,,
,3.454915028125263e-05,2669,,,
6,,2669,0.7393981218338013,,
,3.454915028125263e-05,2679,,,
,3.454915028125263e-05,2679,,,
6,,2679,0.6482619047164917,,
,3.454915028125263e-05,2689,,,
,3.454915028125263e-05,2689,,,
6,,2689,0.8181357383728027,,
,3.454915028125263e-05,2699,,,
,3.454915028125263e-05,2699,,,
6,,2699,0.6356856226921082,,
,3.454915028125263e-05,2709,,,
,3.454915028125263e-05,2709,,,
6,,2709,0.7644144892692566,,
6,,2715,,0.9825242757797241,1.2270700931549072
,2.0610737385376345e-05,2719,,,
,2.0610737385376345e-05,2719,,,
7,,2719,0.671882688999176,,
,2.0610737385376345e-05,2729,,,
,2.0610737385376345e-05,2729,,,
7,,2729,0.7840314507484436,,
